SubscriptionID,CustomerID,StartDate,RenewalDate,ContractType,DiscountPct,Status
S005757,C005757,2022-02-13,2023-02-08,Monthly,10,Cancelled
S005758,C005758,2023-08-28,2024-02-24,Annual,20,Expired
S005759,C005759,2024-05-20,2024-11-16,Annual,5,Expired
S005760,C005760,2022-12-28,2023-06-26,Annual,10,Active
S005761,C005761,2023-11-12,2024-06-09,Annual,10,Expired
S005762,C005762,2021-03-14,2022-02-07,Annual,15,Expired
S005763,C005763,2022-07-12,2023-01-08,Monthly,15,Cancelled
S005764,C005764,2024-10-05,2025-01-03,Monthly,20,Cancelled
S005765,C005765,2021-01-13,2021-04-13,Annual,20,Expired
S005766,C005766,2025-03-27,2025-12-22,Annual,15,Expired
S005767,C005767,2024-11-27,2025-07-25,Annual,15,Cancelled
S005768,C005768,2023-10-04,2024-05-31,Monthly,10,Active
S005769,C005769,2022-12-23,2023-01-22,Annual,0,Active
S005770,C005770,2025-07-16,2025-12-13,Monthly,15,Cancelled
S005771,C005771,2023-08-02,2024-05-28,Monthly,0,Active
S005772,C005772,2024-06-22,2025-03-19,Annual,15,Cancelled
S005773,C005773,2022-05-20,2022-06-19,Annual,10,Cancelled
S005774,C005774,2022-11-26,2023-08-23,Annual,10,Cancelled
S005775,C005775,2025-07-04,2026-01-30,Monthly,20,Cancelled
S005776,C005776,2023-02-05,2024-01-01,Monthly,20,Active
S005777,C005777,2021-02-15,2021-12-12,Annual,20,Expired
S005778,C005778,2022-06-22,2023-04-18,Annual,5,Expired
S005779,C005779,2022-12-07,2023-05-06,Annual,20,Active
S005780,C005780,2021-12-20,2022-03-20,Annual,0,Expired
S005781,C005781,2024-10-23,2025-06-20,Monthly,5,Expired
S005782,C005782,2022-07-11,2022-09-09,Annual,10,Active
S005783,C005783,2021-03-18,2021-06-16,Annual,5,Active
S005784,C005784,2025-03-02,2025-05-31,Annual,10,Expired
S005785,C005785,2024-09-26,2025-03-25,Monthly,10,Active
S005786,C005786,2025-08-04,2025-09-03,Annual,5,Active
S005787,C005787,2021-11-17,2022-02-15,Annual,20,Active
S005788,C005788,2024-02-29,2024-07-28,Monthly,5,Expired
S005789,C005789,2025-01-27,2025-12-23,Monthly,20,Active
S005790,C005790,2024-02-21,2024-11-17,Monthly,20,Active
S005791,C005791,2025-06-08,2025-09-06,Annual,10,Active
S005792,C005792,2024-01-11,2024-10-07,Annual,0,Cancelled
S005793,C005793,2021-08-17,2022-01-14,Annual,20,Cancelled
S005794,C005794,2024-05-30,2024-06-29,Annual,10,Cancelled
S005795,C005795,2025-10-16,2026-01-14,Annual,20,Cancelled
S005796,C005796,2022-12-27,2023-11-22,Monthly,15,Active
S005797,C005797,2023-06-15,2024-02-10,Monthly,20,Cancelled
S005798,C005798,2025-07-03,2026-05-29,Monthly,20,Cancelled
S005799,C005799,2025-09-28,2026-01-26,Annual,0,Cancelled
S005800,C005800,2021-08-16,2022-07-12,Annual,5,Expired
S005801,C005801,2024-07-21,2024-11-18,Annual,15,Cancelled
S005802,C005802,2025-03-31,2025-11-26,Monthly,20,Cancelled
S005803,C005803,2021-10-26,2022-04-24,Annual,0,Active
S005804,C005804,2023-05-22,2023-10-19,Monthly,10,Cancelled
S005805,C005805,2024-10-08,2025-05-06,Monthly,10,Cancelled
S005806,C005806,2024-05-05,2024-08-03,Monthly,10,Active
S005807,C005807,2025-07-20,2025-09-18,Monthly,0,Active
S005808,C005808,2023-06-26,2024-04-21,Annual,10,Active
S005809,C005809,2023-01-26,2023-04-26,Annual,20,Active
S005810,C005810,2021-06-21,2021-12-18,Monthly,10,Active
S005811,C005811,2022-09-29,2023-07-26,Annual,0,Active
S005812,C005812,2021-10-09,2022-07-06,Monthly,5,Expired
S005813,C005813,2022-08-12,2023-08-07,Annual,0,Cancelled
S005814,C005814,2023-03-22,2023-05-21,Monthly,15,Cancelled
S005815,C005815,2021-01-28,2022-01-23,Annual,10,Active
S005816,C005816,2021-07-01,2021-11-28,Monthly,10,Active
S005817,C005817,2021-02-28,2021-07-28,Monthly,10,Cancelled
S005818,C005818,2025-04-07,2025-12-03,Monthly,5,Expired
S005819,C005819,2025-10-05,2026-02-02,Monthly,15,Cancelled
S005820,C005820,2025-01-14,2025-08-12,Monthly,5,Cancelled
S005821,C005821,2023-09-10,2024-02-07,Annual,10,Expired
S005822,C005822,2024-06-19,2024-10-17,Monthly,20,Expired
S005823,C005823,2024-12-16,2025-09-12,Annual,20,Cancelled
S005824,C005824,2025-10-12,2026-08-08,Monthly,10,Expired
S005825,C005825,2023-06-07,2023-12-04,Monthly,0,Cancelled
S005826,C005826,2025-05-30,2026-01-25,Annual,5,Active
S005827,C005827,2024-12-13,2025-05-12,Monthly,0,Active
S005828,C005828,2024-06-24,2025-01-20,Annual,20,Active
S005829,C005829,2025-03-02,2026-01-26,Annual,20,Expired
S005830,C005830,2022-12-03,2023-02-01,Annual,10,Expired
S005831,C005831,2021-08-05,2021-10-04,Annual,5,Cancelled
S005832,C005832,2024-11-12,2024-12-12,Monthly,20,Cancelled
S005833,C005833,2023-01-06,2023-06-05,Annual,10,Active
S005834,C005834,2022-12-12,2023-11-07,Monthly,0,Active
S005835,C005835,2022-08-06,2023-07-02,Monthly,10,Expired
S005836,C005836,2025-06-07,2026-01-03,Annual,20,Expired
S005837,C005837,2021-12-21,2022-10-17,Annual,5,Cancelled
S005838,C005838,2022-03-09,2022-12-04,Annual,10,Cancelled
S005839,C005839,2025-07-08,2025-09-06,Annual,5,Expired
S005840,C005840,2023-07-16,2024-07-10,Monthly,5,Expired
S005841,C005841,2021-05-15,2022-04-10,Monthly,10,Expired
S005842,C005842,2023-02-20,2023-05-21,Annual,10,Cancelled
S005843,C005843,2022-05-24,2023-02-18,Annual,10,Expired
S005844,C005844,2024-12-11,2025-01-10,Monthly,10,Expired
S005845,C005845,2024-07-13,2025-06-08,Annual,10,Active
S005846,C005846,2023-04-20,2023-11-16,Monthly,20,Expired
S005847,C005847,2025-12-03,2026-04-02,Annual,5,Active
S005848,C005848,2024-07-20,2025-03-17,Annual,5,Cancelled
S005849,C005849,2024-06-24,2025-04-20,Annual,15,Expired
S005850,C005850,2025-01-05,2025-07-04,Annual,10,Expired
S005851,C005851,2025-10-14,2026-02-11,Monthly,0,Expired
S005852,C005852,2022-10-15,2022-12-14,Monthly,0,Active
S005853,C005853,2021-10-06,2022-01-04,Monthly,15,Cancelled
S005854,C005854,2024-11-01,2025-07-29,Monthly,10,Cancelled
S005855,C005855,2025-04-24,2026-03-20,Monthly,20,Cancelled
S005856,C005856,2025-07-05,2026-05-31,Monthly,5,Expired
S005857,C005857,2022-11-22,2023-03-22,Monthly,10,Active
S005858,C005858,2025-08-18,2025-11-16,Monthly,0,Expired
S005859,C005859,2024-07-15,2025-06-10,Annual,20,Expired
S005860,C005860,2023-07-07,2024-05-02,Monthly,5,Cancelled
S005861,C005861,2024-06-15,2024-08-14,Monthly,10,Cancelled
S005862,C005862,2021-11-12,2022-07-10,Annual,10,Cancelled
S005863,C005863,2021-02-11,2021-04-12,Annual,0,Expired
S005864,C005864,2025-07-05,2025-11-02,Monthly,5,Expired
S005865,C005865,2025-03-29,2026-02-22,Monthly,0,Expired
S005866,C005866,2023-01-23,2023-06-22,Monthly,10,Expired
S005867,C005867,2024-12-12,2025-07-10,Annual,5,Active
S005868,C005868,2022-08-10,2023-07-06,Annual,5,Expired
S005869,C005869,2025-01-01,2025-09-28,Annual,20,Cancelled
S005870,C005870,2025-09-01,2026-07-28,Monthly,15,Cancelled
S005871,C005871,2025-04-19,2025-05-19,Monthly,0,Expired
S005872,C005872,2025-06-03,2025-10-31,Monthly,0,Cancelled
S005873,C005873,2023-07-27,2024-06-21,Monthly,15,Active
S005874,C005874,2025-08-26,2026-08-21,Monthly,5,Cancelled
S005875,C005875,2024-08-08,2025-01-05,Annual,20,Cancelled
S005876,C005876,2022-03-25,2022-07-23,Monthly,20,Cancelled
S005877,C005877,2021-04-03,2021-09-30,Annual,10,Expired
S005878,C005878,2023-11-19,2024-08-15,Annual,10,Cancelled
S005879,C005879,2021-12-31,2022-03-31,Annual,5,Active
S005880,C005880,2024-03-10,2024-04-09,Annual,10,Cancelled
S005881,C005881,2025-07-07,2025-08-06,Annual,10,Expired
S005882,C005882,2021-09-04,2022-08-30,Monthly,15,Expired
S005883,C005883,2023-08-03,2023-12-01,Monthly,15,Cancelled
S005884,C005884,2021-11-03,2022-03-03,Annual,10,Expired
S005885,C005885,2025-09-15,2026-09-10,Annual,5,Expired
S005886,C005886,2023-10-15,2024-07-11,Monthly,0,Expired
S005887,C005887,2025-10-26,2026-05-24,Monthly,15,Expired
S005888,C005888,2025-05-31,2025-11-27,Monthly,20,Expired
S005889,C005889,2022-10-23,2023-06-20,Monthly,0,Cancelled
S005890,C005890,2025-12-01,2026-05-30,Annual,0,Active
S005891,C005891,2023-01-23,2023-12-19,Annual,5,Expired
S005892,C005892,2024-09-21,2025-09-16,Monthly,10,Active
S005893,C005893,2021-10-27,2022-08-23,Monthly,20,Cancelled
S005894,C005894,2022-06-04,2023-03-31,Annual,5,Active
S005895,C005895,2021-10-06,2021-12-05,Annual,5,Expired
S005896,C005896,2023-10-13,2023-12-12,Monthly,5,Expired
S005897,C005897,2025-01-04,2025-03-05,Monthly,0,Expired
S005898,C005898,2022-11-09,2023-06-07,Annual,0,Cancelled
S005899,C005899,2022-10-15,2022-12-14,Monthly,10,Active
S005900,C005900,2021-05-15,2022-02-09,Annual,20,Expired
S005901,C005901,2023-10-01,2024-01-29,Annual,15,Active
S005902,C005902,2024-05-12,2024-09-09,Annual,5,Expired
S005903,C005903,2021-06-27,2021-08-26,Annual,20,Active
S005904,C005904,2025-09-23,2026-07-20,Monthly,10,Active
S005905,C005905,2023-01-01,2023-03-02,Monthly,10,Expired
S005906,C005906,2023-10-14,2024-01-12,Monthly,5,Cancelled
S005907,C005907,2021-07-26,2022-01-22,Monthly,0,Active
S005908,C005908,2025-05-13,2026-01-08,Monthly,20,Expired
S005909,C005909,2024-03-23,2024-05-22,Annual,10,Active
S005910,C005910,2021-12-27,2022-12-22,Monthly,20,Cancelled
S005911,C005911,2025-03-25,2025-09-21,Annual,20,Cancelled
S005912,C005912,2024-02-14,2024-06-13,Annual,20,Cancelled
S005913,C005913,2022-12-07,2023-06-05,Annual,15,Active
S005914,C005914,2024-10-31,2025-08-27,Monthly,5,Expired
S005915,C005915,2021-05-24,2021-10-21,Annual,5,Active
S005916,C005916,2025-10-22,2025-12-21,Annual,15,Active
S005917,C005917,2025-04-23,2025-11-19,Monthly,0,Expired
S005918,C005918,2025-10-24,2026-09-19,Annual,0,Expired
S005919,C005919,2023-02-18,2023-09-16,Monthly,20,Expired
S005920,C005920,2022-06-15,2022-10-13,Annual,10,Expired
S005921,C005921,2024-06-17,2025-05-13,Annual,10,Active
S005922,C005922,2025-06-08,2025-12-05,Monthly,0,Expired
S005923,C005923,2024-02-26,2024-04-26,Annual,15,Active
S005924,C005924,2025-11-19,2026-01-18,Annual,10,Cancelled
S005925,C005925,2021-01-19,2021-09-16,Monthly,10,Active
S005926,C005926,2022-01-09,2022-03-10,Annual,0,Active
S005927,C005927,2022-10-11,2023-04-09,Annual,0,Cancelled
S005928,C005928,2022-07-24,2023-02-19,Monthly,15,Cancelled
S005929,C005929,2023-03-02,2024-01-26,Annual,0,Expired
S005930,C005930,2022-07-06,2023-07-01,Annual,10,Expired
S005931,C005931,2024-06-24,2024-07-24,Annual,20,Expired
S005932,C005932,2025-09-15,2026-01-13,Annual,5,Cancelled
S005933,C005933,2022-01-13,2022-06-12,Monthly,20,Cancelled
S005934,C005934,2025-12-02,2026-09-28,Annual,0,Cancelled
S005935,C005935,2023-09-30,2024-08-25,Monthly,0,Active
S005936,C005936,2025-02-08,2025-12-05,Annual,10,Active
S005937,C005937,2021-11-30,2022-08-27,Monthly,0,Active
S005938,C005938,2021-05-31,2022-05-26,Annual,20,Active
S005939,C005939,2023-10-12,2024-08-07,Monthly,0,Cancelled
S005940,C005940,2022-06-27,2023-05-23,Monthly,20,Expired
S005941,C005941,2025-09-25,2026-03-24,Annual,0,Cancelled
S005942,C005942,2024-03-05,2024-11-30,Monthly,15,Active
S005943,C005943,2025-03-09,2025-11-04,Annual,5,Cancelled
S005944,C005944,2022-07-01,2023-01-27,Annual,15,Active
S005945,C005945,2024-10-18,2025-03-17,Annual,5,Expired
S005946,C005946,2025-08-21,2026-01-18,Annual,15,Expired
S005947,C005947,2021-07-20,2022-03-17,Annual,0,Expired
S005948,C005948,2023-08-26,2023-10-25,Monthly,15,Active
S005949,C005949,2023-01-26,2023-11-22,Annual,15,Cancelled
S005950,C005950,2024-11-27,2025-05-26,Annual,0,Cancelled
S005951,C005951,2022-08-28,2023-03-26,Monthly,0,Active
S005952,C005952,2021-10-08,2022-07-05,Monthly,20,Expired
S005953,C005953,2021-11-25,2022-01-24,Annual,15,Cancelled
S005954,C005954,2021-11-06,2022-01-05,Monthly,0,Active
S005955,C005955,2025-08-03,2026-06-29,Annual,20,Expired
S005956,C005956,2024-01-02,2024-10-28,Annual,10,Cancelled
S005957,C005957,2021-04-13,2021-08-11,Annual,5,Cancelled
S005958,C005958,2021-06-26,2021-09-24,Annual,20,Expired
S005959,C005959,2023-06-30,2024-01-26,Annual,20,Active
S005960,C005960,2025-06-03,2026-05-29,Annual,5,Cancelled
S005961,C005961,2022-01-05,2022-07-04,Annual,5,Active
S005962,C005962,2023-07-07,2023-12-04,Annual,0,Active
S005963,C005963,2022-06-21,2023-04-17,Annual,0,Expired
S005964,C005964,2024-04-24,2024-08-22,Annual,0,Active
S005965,C005965,2021-03-19,2021-06-17,Monthly,10,Expired
S005966,C005966,2025-08-24,2026-01-21,Monthly,0,Expired
S005967,C005967,2022-09-18,2023-05-16,Monthly,10,Expired
S005968,C005968,2023-07-10,2023-11-07,Annual,15,Cancelled
S005969,C005969,2025-08-19,2026-06-15,Monthly,10,Active
S005970,C005970,2022-04-24,2022-05-24,Annual,5,Expired
S005971,C005971,2022-07-13,2023-05-09,Annual,5,Cancelled
S005972,C005972,2023-08-16,2024-04-12,Annual,0,Expired
S005973,C005973,2025-03-24,2025-05-23,Monthly,5,Active
S005974,C005974,2022-01-15,2022-10-12,Monthly,15,Expired
S005975,C005975,2025-06-28,2026-03-25,Monthly,5,Active
S005976,C005976,2025-02-20,2026-01-16,Monthly,0,Cancelled
S005977,C005977,2023-11-03,2023-12-03,Monthly,20,Cancelled
S005978,C005978,2023-01-11,2024-01-06,Monthly,20,Active
S005979,C005979,2021-11-08,2022-10-04,Monthly,5,Cancelled
S005980,C005980,2022-10-21,2023-10-16,Annual,20,Cancelled
S005981,C005981,2024-03-08,2024-04-07,Monthly,20,Expired
S005982,C005982,2025-10-30,2025-12-29,Annual,15,Cancelled
S005983,C005983,2022-03-22,2022-06-20,Annual,20,Active
S005984,C005984,2024-02-28,2024-03-29,Annual,5,Cancelled
S005985,C005985,2022-05-23,2022-06-22,Annual,10,Active
S005986,C005986,2023-10-04,2023-11-03,Monthly,5,Cancelled
S005987,C005987,2023-05-05,2023-09-02,Monthly,15,Expired
S005988,C005988,2024-11-23,2024-12-23,Monthly,20,Expired
S005989,C005989,2022-07-22,2023-04-18,Annual,0,Expired
S005990,C005990,2022-10-22,2023-02-19,Monthly,5,Cancelled
S005991,C005991,2023-03-27,2023-11-22,Annual,5,Expired
S005992,C005992,2022-04-24,2022-06-23,Monthly,0,Expired
S005993,C005993,2021-04-13,2022-01-08,Monthly,20,Active
S005994,C005994,2021-08-12,2021-12-10,Monthly,5,Cancelled
S005995,C005995,2025-08-17,2026-04-14,Monthly,10,Cancelled
S005996,C005996,2024-03-10,2024-06-08,Monthly,0,Expired
S005997,C005997,2021-06-11,2022-06-06,Annual,5,Expired
S005998,C005998,2024-11-01,2025-08-28,Annual,10,Expired
S005999,C005999,2025-03-03,2025-10-29,Monthly,10,Cancelled
S006000,C006000,2021-02-16,2021-12-13,Annual,5,Cancelled
S006001,C006001,2024-10-23,2025-03-22,Monthly,0,Expired
S006002,C006002,2025-01-10,2025-05-10,Annual,15,Cancelled
S006003,C006003,2023-04-23,2023-10-20,Monthly,20,Cancelled
S006004,C006004,2025-08-14,2025-12-12,Annual,10,Active
S006005,C006005,2025-01-26,2025-11-22,Monthly,0,Active
S006006,C006006,2023-05-09,2023-08-07,Annual,0,Cancelled
S006007,C006007,2022-02-05,2022-12-02,Monthly,10,Cancelled
S006008,C006008,2024-10-23,2024-11-22,Monthly,0,Cancelled
S006009,C006009,2025-03-23,2026-03-18,Monthly,5,Active
S006010,C006010,2022-05-05,2023-04-30,Annual,10,Cancelled
S006011,C006011,2022-08-13,2023-07-09,Monthly,20,Active
S006012,C006012,2021-03-23,2022-01-17,Monthly,5,Cancelled
S006013,C006013,2024-08-31,2025-05-28,Annual,15,Expired
S006014,C006014,2021-06-27,2021-07-27,Annual,5,Expired
S006015,C006015,2023-01-09,2023-12-05,Monthly,5,Cancelled
S006016,C006016,2025-11-12,2025-12-12,Monthly,5,Cancelled
S006017,C006017,2022-01-04,2022-04-04,Monthly,20,Cancelled
S006018,C006018,2023-10-12,2024-10-06,Monthly,5,Cancelled
S006019,C006019,2021-03-23,2021-09-19,Monthly,20,Expired
S006020,C006020,2022-02-03,2022-09-01,Annual,20,Cancelled
S006021,C006021,2025-07-07,2026-04-03,Annual,0,Cancelled
S006022,C006022,2022-07-08,2023-04-04,Annual,10,Active
S006023,C006023,2022-08-20,2023-01-17,Monthly,20,Active
S006024,C006024,2024-01-05,2024-02-04,Annual,15,Expired
S006025,C006025,2022-03-05,2023-01-29,Monthly,15,Active
S006026,C006026,2023-08-12,2024-06-07,Monthly,0,Cancelled
S006027,C006027,2021-03-27,2021-07-25,Annual,0,Expired
S006028,C006028,2022-03-09,2022-09-05,Annual,5,Cancelled
S006029,C006029,2023-08-03,2023-10-02,Annual,0,Cancelled
S006030,C006030,2022-10-02,2023-01-30,Monthly,0,Expired
S006031,C006031,2024-09-14,2025-05-12,Monthly,5,Cancelled
S006032,C006032,2022-12-02,2023-07-30,Monthly,5,Expired
S006033,C006033,2022-04-30,2022-05-30,Annual,0,Cancelled
S006034,C006034,2021-03-27,2021-08-24,Monthly,10,Expired
S006035,C006035,2022-05-30,2022-10-27,Monthly,5,Cancelled
S006036,C006036,2025-09-20,2026-01-18,Annual,20,Cancelled
S006037,C006037,2021-09-21,2022-09-16,Annual,15,Cancelled
S006038,C006038,2023-02-01,2023-04-02,Annual,5,Cancelled
S006039,C006039,2025-05-19,2026-01-14,Monthly,5,Expired
S006040,C006040,2025-08-30,2026-04-27,Annual,20,Active
S006041,C006041,2024-01-18,2024-11-13,Monthly,5,Expired
S006042,C006042,2025-09-26,2026-06-23,Annual,5,Expired
S006043,C006043,2022-08-19,2022-12-17,Annual,0,Active
S006044,C006044,2025-02-12,2025-06-12,Annual,10,Expired
S006045,C006045,2021-09-27,2022-03-26,Annual,15,Active
S006046,C006046,2021-08-31,2022-02-27,Monthly,5,Active
S006047,C006047,2024-07-04,2025-04-30,Monthly,0,Expired
S006048,C006048,2021-04-27,2021-11-23,Annual,15,Cancelled
S006049,C006049,2025-09-25,2026-05-23,Monthly,0,Cancelled
S006050,C006050,2022-05-15,2022-10-12,Annual,10,Expired
S006051,C006051,2023-05-25,2023-09-22,Monthly,20,Cancelled
S006052,C006052,2021-06-15,2022-02-10,Annual,5,Expired
S006053,C006053,2024-08-11,2024-10-10,Annual,0,Cancelled
S006054,C006054,2024-02-03,2024-04-03,Annual,0,Cancelled
S006055,C006055,2022-06-24,2023-01-20,Monthly,5,Active
S006056,C006056,2025-06-27,2025-09-25,Annual,5,Cancelled
S006057,C006057,2023-04-27,2023-10-24,Monthly,5,Active
S006058,C006058,2021-08-22,2021-09-21,Monthly,5,Active
S006059,C006059,2021-02-07,2021-08-06,Annual,15,Expired
S006060,C006060,2023-11-06,2024-07-03,Monthly,20,Expired
S006061,C006061,2024-10-25,2024-11-24,Annual,10,Active
S006062,C006062,2021-05-31,2022-02-25,Annual,10,Cancelled
S006063,C006063,2024-06-17,2024-10-15,Monthly,5,Expired
S006064,C006064,2024-10-04,2025-05-02,Monthly,15,Expired
S006065,C006065,2023-02-16,2023-06-16,Annual,15,Active
S006066,C006066,2023-06-01,2023-08-30,Monthly,0,Active
S006067,C006067,2021-10-03,2021-12-02,Annual,15,Cancelled
S006068,C006068,2025-03-25,2025-07-23,Monthly,15,Expired
S006069,C006069,2024-09-23,2024-11-22,Annual,20,Active
S006070,C006070,2025-11-14,2026-07-12,Annual,0,Expired
S006071,C006071,2025-10-24,2025-11-23,Monthly,15,Active
S006072,C006072,2023-01-15,2023-03-16,Monthly,20,Active
S006073,C006073,2021-08-24,2022-05-21,Monthly,0,Active
S006074,C006074,2022-02-03,2022-03-05,Annual,20,Cancelled
S006075,C006075,2023-06-06,2023-10-04,Monthly,15,Expired
S006076,C006076,2024-12-14,2025-11-09,Annual,0,Active
S006077,C006077,2023-06-01,2023-07-31,Annual,0,Cancelled
S006078,C006078,2021-03-09,2022-02-02,Annual,15,Cancelled
S006079,C006079,2022-12-13,2023-02-11,Monthly,15,Expired
S006080,C006080,2022-12-23,2023-03-23,Monthly,15,Cancelled
S006081,C006081,2023-11-13,2024-03-12,Annual,0,Expired
S006082,C006082,2023-11-17,2024-10-12,Monthly,10,Cancelled
S006083,C006083,2022-12-03,2023-09-29,Annual,0,Active
S006084,C006084,2024-09-20,2024-11-19,Annual,20,Active
S006085,C006085,2024-07-23,2025-05-19,Annual,15,Cancelled
S006086,C006086,2022-02-10,2022-12-07,Monthly,15,Active
S006087,C006087,2024-12-30,2025-02-28,Annual,0,Cancelled
S006088,C006088,2021-04-27,2022-02-21,Annual,10,Cancelled
S006089,C006089,2022-12-09,2023-12-04,Monthly,10,Expired
S006090,C006090,2025-10-14,2025-12-13,Monthly,15,Active
S006091,C006091,2022-04-29,2022-07-28,Monthly,0,Cancelled
S006092,C006092,2025-09-28,2025-12-27,Annual,20,Cancelled
S006093,C006093,2023-06-07,2024-05-02,Annual,10,Cancelled
S006094,C006094,2025-09-13,2026-06-10,Annual,0,Expired
S006095,C006095,2024-08-03,2024-10-02,Monthly,10,Active
S006096,C006096,2023-03-20,2023-04-19,Annual,5,Cancelled
S006097,C006097,2022-02-28,2022-11-25,Monthly,0,Active
S006098,C006098,2025-06-04,2026-01-30,Annual,5,Active
S006099,C006099,2022-11-12,2023-04-11,Annual,5,Active
S006100,C006100,2022-11-08,2023-01-07,Monthly,0,Active
S006101,C006101,2024-06-13,2024-11-10,Monthly,15,Active
S006102,C006102,2021-02-16,2021-12-13,Monthly,10,Active
S006103,C006103,2023-09-17,2024-09-11,Annual,0,Cancelled
S006104,C006104,2025-07-03,2026-05-29,Annual,20,Cancelled
S006105,C006105,2025-03-04,2025-12-29,Monthly,0,Cancelled
S006106,C006106,2024-11-12,2025-11-07,Monthly,20,Active
S006107,C006107,2024-05-19,2024-08-17,Annual,5,Active
S006108,C006108,2022-07-17,2022-08-16,Monthly,5,Active
S006109,C006109,2022-07-01,2023-04-27,Annual,15,Cancelled
S006110,C006110,2024-09-27,2025-01-25,Annual,0,Cancelled
S006111,C006111,2021-01-09,2021-03-10,Annual,20,Cancelled
S006112,C006112,2022-09-18,2023-04-16,Monthly,0,Active
S006113,C006113,2022-12-29,2023-03-29,Monthly,15,Active
S006114,C006114,2024-06-02,2024-09-30,Annual,20,Cancelled
S006115,C006115,2021-01-21,2021-09-18,Annual,15,Cancelled
S006116,C006116,2021-04-24,2021-08-22,Annual,5,Expired
S006117,C006117,2023-12-13,2024-11-07,Monthly,0,Cancelled
S006118,C006118,2024-11-01,2025-10-27,Monthly,10,Cancelled
S006119,C006119,2025-09-26,2026-02-23,Annual,5,Expired
S006120,C006120,2025-07-01,2025-11-28,Annual,10,Cancelled
S006121,C006121,2023-12-22,2024-03-21,Monthly,0,Active
S006122,C006122,2023-01-15,2023-11-11,Annual,0,Active
S006123,C006123,2021-01-15,2022-01-10,Annual,20,Expired
S006124,C006124,2021-12-08,2022-07-06,Monthly,0,Expired
S006125,C006125,2024-08-21,2025-02-17,Annual,20,Active
S006126,C006126,2022-03-11,2022-10-07,Annual,0,Expired
S006127,C006127,2022-01-30,2023-01-25,Annual,20,Cancelled
S006128,C006128,2023-07-23,2023-11-20,Annual,15,Expired
S006129,C006129,2024-12-09,2025-06-07,Annual,0,Cancelled
S006130,C006130,2025-07-06,2026-07-01,Annual,15,Active
S006131,C006131,2025-02-22,2026-02-17,Monthly,15,Active
S006132,C006132,2022-03-09,2022-08-06,Monthly,20,Cancelled
S006133,C006133,2023-02-06,2023-09-04,Annual,10,Active
S006134,C006134,2021-12-12,2022-12-07,Annual,15,Cancelled
S006135,C006135,2021-09-30,2022-03-29,Monthly,10,Cancelled
S006136,C006136,2023-06-29,2023-09-27,Annual,5,Cancelled
S006137,C006137,2025-05-15,2026-03-11,Annual,0,Active
S006138,C006138,2021-08-05,2021-11-03,Annual,15,Active
S006139,C006139,2024-11-21,2025-10-17,Annual,20,Cancelled
S006140,C006140,2021-06-02,2021-12-29,Monthly,15,Active
S006141,C006141,2021-10-30,2021-11-29,Monthly,5,Active
S006142,C006142,2024-06-07,2024-11-04,Monthly,20,Active
S006143,C006143,2023-02-15,2024-02-10,Annual,10,Expired
S006144,C006144,2023-05-01,2023-12-27,Annual,10,Cancelled
S006145,C006145,2024-11-30,2025-06-28,Annual,10,Cancelled
S006146,C006146,2023-10-21,2024-08-16,Monthly,0,Active
S006147,C006147,2022-11-05,2023-05-04,Annual,10,Active
S006148,C006148,2025-09-18,2026-06-15,Monthly,0,Expired
S006149,C006149,2023-12-29,2024-01-28,Annual,20,Active
S006150,C006150,2022-05-02,2022-09-29,Annual,5,Expired
S006151,C006151,2021-01-02,2021-12-28,Monthly,0,Active
S006152,C006152,2022-04-04,2022-12-30,Annual,15,Cancelled
S006153,C006153,2023-01-19,2023-05-19,Annual,10,Cancelled
S006154,C006154,2024-12-20,2025-12-15,Monthly,0,Active
S006155,C006155,2025-10-07,2026-02-04,Monthly,10,Expired
S006156,C006156,2025-01-28,2025-06-27,Annual,5,Cancelled
S006157,C006157,2024-07-08,2025-04-04,Monthly,15,Expired
S006158,C006158,2021-04-23,2021-10-20,Annual,0,Active
S006159,C006159,2025-05-25,2025-06-24,Annual,20,Expired
S006160,C006160,2025-09-10,2026-07-07,Annual,0,Cancelled
S006161,C006161,2023-03-18,2023-09-14,Monthly,15,Cancelled
S006162,C006162,2022-09-15,2023-09-10,Monthly,10,Active
S006163,C006163,2025-06-23,2026-05-19,Annual,15,Expired
S006164,C006164,2021-12-26,2022-01-25,Annual,5,Cancelled
S006165,C006165,2024-12-18,2025-01-17,Annual,0,Expired
S006166,C006166,2025-11-01,2026-01-30,Monthly,15,Expired
S006167,C006167,2023-08-06,2024-04-02,Monthly,5,Cancelled
S006168,C006168,2023-02-24,2023-04-25,Annual,10,Expired
S006169,C006169,2023-05-17,2024-01-12,Monthly,15,Cancelled
S006170,C006170,2021-07-28,2021-11-25,Annual,5,Expired
S006171,C006171,2021-08-30,2022-04-27,Monthly,0,Active
S006172,C006172,2023-09-21,2024-06-17,Monthly,10,Active
S006173,C006173,2025-06-28,2025-11-25,Monthly,5,Expired
S006174,C006174,2024-06-11,2024-11-08,Monthly,10,Active
S006175,C006175,2022-10-01,2023-03-30,Annual,15,Cancelled
S006176,C006176,2025-05-02,2025-11-28,Monthly,15,Expired
S006177,C006177,2024-09-27,2025-05-25,Monthly,0,Active
S006178,C006178,2023-07-03,2023-10-31,Monthly,15,Expired
S006179,C006179,2021-11-05,2022-09-01,Annual,5,Active
S006180,C006180,2024-06-01,2025-02-26,Monthly,10,Active
